time,id,posX,posY
27000,1388247,18696.526545661596,14011.999275675538
27000,1292407,18708.537302270444,14055.211128513423
27000,1266515,16856.519635137745,13165.554195293884
27000,1206260,16799.17347405708,13197.368566406802
27000,182155,17290.424458850153,13800.83105485267
27000,1310594,17034.469728567663,13819.596879608813
27000,209880,17039.954936431714,13769.772973276198
27000,1089607,17038.377986957163,13782.948941185794
27000,308288,17037.38333231496,13791.25963081679
27000,1240755,17036.49087635762,13798.716414464196
27000,107021,17035.6,13806.16
27000,1372290,17270.051045025393,15515.691309726179
27000,140311,17227.296500377222,15502.443422652097
27000,1394341,17387.72850482136,15487.723222155157
27000,1558879,17380.814009806014,15518.878640635563
27000,155041,17916.911601412365,16382.64330842767
27000,1014581,17903.68691594824,16357.115476667512
27000,1180615,17930.356304756322,16409.119053066537
27000,282836,18561.464341821942,17047.85149827865
27000,1303421,18588.36359731297,17050.92942181328
27000,1248724,18227.35150480051,16979.063953342345
27000,1342667,18243.051622062027,16135.188636404033
27000,1410990,18206.737812090843,16095.900512110498
27000,168015,18168.77589368675,16056.440593826983
27000,1473600,17272.604693516965,18012.361559572724
27000,182675,17942.86602648469,18014.840405723116
27000,245935,18121.04836068538,18213.187331357854
27000,1400584,17992.467735723494,18078.86141478633
27000,1146798,18044.13968944217,18144.637337347456
27000,1363011,18810.152434680156,18916.196976355768
27000,1086076,18830.77187341716,19064.59408444688
27000,1239286,17993.70545093073,19217.551137803723
27000,1582471,19384.8758544912,19742.626785679156
27000,1193042,19295.480238075837,19413.511451193655
27000,1024734,19265.567332890103,19932.585015840927
27000,1020109,19279.588996313425,19980.839777674675
27000,1286017,20254.70857294593,20580.302207970486
27000,1056878,19968.361215441906,21152.22122053745
27000,1466170,19761.76588744099,21245.96738415557
27000,1038687,19810.36883095148,21223.368404485773
27000,248104,19538.613949983617,20900.941571837506
27000,1427727,23131.194892398846,12208.551398133866
27000,186045,22937.53300892685,12195.649175099696
27000,155162,22695.77854650834,12137.4547544436
27000,1139354,22533.647798157413,12292.429444649235
27000,1540431,22585.132177030733,12212.127185939227
27000,1169764,22659.71438200505,12130.192293322438
27000,200041,22624.928048444155,12154.045301072969
27000,1036189,22451.32947912699,12336.362365926052
27000,199592,22361.733049792092,12362.107156115066
27000,1432534,22321.685366175985,12380.212004553656
27000,1236843,22415.18344621341,12341.584695487643
27000,1040735,22180.933562579452,12441.179579688893
27000,1575377,21972.908663604743,12528.089546823176
27000,185209,21787.451043550274,12605.590967584463
27000,1486642,21535.215287424602,12711.837340036045
27000,1063018,21232.97123630618,12840.421835767556
27000,231989,23784.19719619839,11384.48104240212
27000,1098333,23734.071638569618,11390.271066762223
27000,1582091,23653.85851703712,11398.650297111459
27000,194344,23593.89510426244,11404.820177094482
27000,1499456,23527.318694020847,11410.927921691182
27000,1308162,23430.900985069216,11422.138599849437
27000,17669,23389.00567630505,11427.024272964902
27000,1382185,23359.26597764349,11430.116250248078
27000,1265385,23284.858598935276,11443.267085720821
27000,1352941,23154.71212627611,11482.896686987247
27000,1082439,23025.39452471532,11558.995573440256
27000,169367,23829.40222221626,11728.141360058418
27000,1033159,23821.894829848155,11727.94347162697
27000,1468458,23814.397434007835,11727.745846695429
27000,1276482,23806.89004163973,11727.54795826398
27000,1520846,23842.33964908159,11629.888463478506
27000,1191950,23842.338765619006,11638.318463432213
27000,1213433,23842.337977524272,11645.838463390917
27000,236017,23842.337191525534,11653.33846334973
27000,1068583,23842.336405526796,11660.838463308544
27000,227266,23842.335619528058,11668.338463267357
27000,1358663,23842.33483352932,11675.838463226171
27000,1026600,23842.334047530585,11683.338463184986
27000,1523584,23842.333260483847,11690.848463143744
27000,272076,23842.33247448511,11698.348463102557
27000,1092835,23842.33168848637,11705.848463061371
27000,106619,23842.330901439636,11713.35846302013
27000,1297926,23842.3301154409,11720.858462978944
27000,136744,13260.518979241995,9306.666731693806
27000,1592857,7468.332103331988,22758.30679349309
27000,252193,8042.753368878923,21053.594214995384
27000,1361957,8393.116698917416,21320.360886662693
27000,274228,8361.048092434185,21352.327789518986
27000,118456,8726.051253259842,21487.095848457444
27000,1354988,8696.729073951197,21261.22310992221
27000,1110932,8644.71208280683,21316.264344407264
27000,1582411,8476.272146127587,21497.807813388434
27000,1522197,8519.148691381923,21448.417182398298
27000,118822,9874.607925172344,21260.037562189093
27000,1230597,9454.834421820384,22808.56764132829
27000,1229365,9376.774880832589,23504.13129761484
27000,1263262,8847.772170420541,23273.83551863428
27000,1208836,16361.411030076455,12670.020191723044
27000,1027843,16322.370877357644,12545.167952351174
27000,1591378,12856.584724609193,16996.53492355757
27000,1198385,10709.344904368823,10791.547469152658
27000,1460672,10556.138708796068,10917.462987410427
27000,1450070,10499.888680559205,10963.693176933639
27000,1424299,10350.715785461782,11087.14288975724
27000,1020852,10320.792431241354,11111.982877120336
27000,1089355,9806.740619882637,11537.880448135387
27000,1543945,9666.487750569273,11653.015584413648
27000,1551625,12373.888653148051,13975.448911455853
27000,1509554,12371.531774994059,13942.636517752837
27000,344893,13732.502951414093,16115.095884623077
27000,127602,9335.595164642664,19149.918047853622
27000,1323480,9448.17317963028,18767.766679646204
27000,1036977,9447.023561910733,18738.399172446938
27000,1178441,9446.73,18730.9
27000,1280459,9433.48192767084,18368.640571491025
27000,1222027,9129.834887166417,18701.16072596922
27000,1286408,9442.99,18717.46
27000,1014221,9010.189620790341,18692.15418126585
27000,1466742,8778.670295841708,18661.9422480887
27000,1578982,8234.114561272834,18606.361537674875
27000,252946,17140.32971310998,19460.6016100813
27000,1380392,9229.860381758443,24570.06844612729
27000,1327099,13326.805189056224,11865.270406464606
27000,1564565,11242.136787820951,19196.87498321298
27000,332396,21321.443316938203,10345.165213224673
27000,21736,21279.707913632563,10362.236181744152
27000,1405763,21295.688006334058,10348.153332698183
27000,119260,21286.606966663545,10360.561278314251
27000,1041361,21292.238966619007,10355.593313288036
27000,1327768,21297.87096657447,10350.625348261823
27000,1005981,21244.35238265275,10392.795245860385
27000,1447740,21184.723858174566,10448.613849846026
27000,1170605,19739.299063155333,13286.585911209755
27000,204542,20080.448644211894,13116.692117868955
27000,1232314,20500.1172874703,13073.830005171529
27000,1097243,20394.186529977145,13096.5383372169
27000,310557,20286.67302019437,13115.769915784167
27000,1574498,20709.120185805892,13016.584920235095
27000,1355526,20664.56151374248,13029.562317660817
27000,303623,20436.23749652762,14619.170169271052
27000,1393857,20453.821691564648,14594.876215601473
27000,120750,20457.597060279797,14588.478300410101
27000,350034,20460.0284174208,14581.372767182194
27000,1088777,20462.456537068938,14574.276695383352
27000,1156782,20462.283224696905,14566.966929030054
27000,1319022,20463.657410046355,14559.593896097444
27000,144947,20374.221118486097,14704.526654670888
27000,112774,9968.493606120206,14263.855218664861
27000,1388877,9975.825710442394,14237.433700044452
27000,106794,6622.7510312106715,14341.483349838314
27000,1310158,6654.879388923149,14172.222725285457
27000,1197187,6672.48819213412,13864.05419825949
27000,1403243,6665.038857198278,14031.648723852826
27000,1253850,6661.193641791532,14118.153304185176
27000,1448187,14027.338365346404,16139.234740603213
27000,1383851,14019.845990170827,16134.158638335884
27000,330228,14013.636839472834,16129.951923749699
27000,1441985,14007.427688774842,16125.745209163515
27000,1271317,14048.613509695191,16152.134943107454
27000,136389,16675.491023529827,8877.930156248938
27000,12478,13857.021362248031,16695.993599194862
27000,1490298,13723.73598648496,17783.219667167396
27000,1356203,13731.618901032167,17751.504654031007
27000,1401812,13729.420441665055,17774.052458590697
27000,1122978,13731.229699292178,17766.773956901565
27000,1161463,13733.041369262804,17759.485750543514
27000,1063299,13734.84,17752.25
27000,1049358,22288.377804153577,8793.252819949837
27000,1360249,16104.173074887243,9633.714014609584
27000,1154465,16082.259248339651,9650.85276036422
27000,189490,16056.537085637026,9673.043923224459
27000,1347465,16028.911516532384,9697.97205980413
27000,1425538,16001.89796528792,9725.077482977447
27000,1468371,15975.576197681132,9756.811966588406
27000,191680,15940.406026023162,9799.214409036322
27000,1040738,15816.03679130381,9949.158497133596
27000,1436948,15800.044545886636,9968.439331828102
27000,1450587,9991.346363690955,16523.051668943186
27000,1348908,13797.318107226836,15740.026059210039
27000,282382,13750.910349982722,15883.687289203572
27000,1245760,13759.785644452488,15856.215375399197
27000,1329850,18002.09866741744,15914.99324768452
27000,1057614,17998.792360370873,15915.093904017785
27000,1058834,18000.1665224624,15895.203035552218
27000,270181,17431.57539382683,16950.958531042903
27000,1315948,17472.72106092585,16940.14944410461
27000,197773,17464.50140342648,16942.065385281418
27000,1546098,17454.47030481942,16944.403559940318
27000,227628,17445.278790288827,16946.88980314185
27000,144404,15758.03883041722,9474.721506777985
27000,112053,10516.477214055694,15439.867799067932
27000,1228582,10528.255860961926,15360.501213094109
27000,1538781,10523.826885860779,15115.295261445191
27000,1157180,13686.201599605498,14706.691618748548
27000,1471294,13261.335291427691,13370.60894597959
27000,1476556,5267.529106376953,14513.664660756158
27000,1119563,5265.5978401116,14506.407229350192
27000,1317374,5263.666573846246,14499.149797944227
27000,1399839,5261.74,14491.91
27000,1004518,21650.26465894827,14855.49592555049
27000,1180080,10825.279146892153,14204.870475607655
27000,1479913,10828.105025545,14197.750783912124
27000,135546,10830.871878011887,14190.779806403447
27000,1461973,10833.642419615395,14183.799534258093
27000,1182230,10836.409272082281,14176.828556749415
27000,1133130,10839.179813685789,14169.848284604059
27000,1318324,10841.950355289298,14162.868012458703
27000,1177798,10844.717207756185,14155.897034950025
27000,1536772,17085.986939102226,11041.077286480635
27000,1290761,17076.5383301541,11051.231137422294
27000,1366781,17065.679582740035,11062.900379239887
27000,1215641,17054.15923218773,11074.721094373088
27000,223650,9715.680227224071,14759.672707298394
27000,1184924,9895.869001616871,14736.213457058793
27000,1352331,9888.349228007295,14736.271808243248
27000,1498895,9880.85,14736.33
27000,1036690,9875.420936215702,14722.767203630076
27000,1493615,9880.886127059535,14677.14337006646
27000,1571713,9889.791975510178,14603.620850204306
27000,303867,9835.332593161447,15190.466882420196
27000,1145865,9849.522252920548,15010.950390595279
27000,1182882,9784.534456113413,15212.538708974627
27000,1392130,9692.76416944902,15227.237623408522
27000,326668,10204.75130551964,15159.724839001448
27000,1552340,12441.383396131852,11386.684591252757
27000,1516946,12039.763583470269,11636.959702078597
27000,1419093,11892.34922161534,11510.257473344443
27000,173606,11091.866366500277,11492.858555747935
27000,219875,10476.227342625614,12137.487429610308
27000,1369521,11274.37370079582,12334.056925122526
27000,1468053,11389.176067853,12041.67749495311
27000,1456993,11287.422180837548,11934.074972472059
27000,232792,11677.070834902894,11927.564253354167
27000,143954,10716.154082533945,12151.487544322039
27000,1108177,10723.719884797934,12282.356786393786
27000,1235763,10770.480765560083,12329.224298592915
27000,104250,10710.567222773938,12471.218240519966
27000,1123318,10440.090909863735,12442.35082539171
27000,1366306,10582.523594071206,12286.72388744028
27000,1138723,11614.645776548174,12753.917795861005
27000,1349877,11541.525639293002,12730.393570725531
27000,1161494,11236.02556129964,12622.905091654322
27000,1353483,11265.838398384974,12629.756576524283
27000,1504304,11326.07336120058,12648.544248528879
27000,1273256,11360.028134324337,12659.34102036653
27000,1205934,11547.563054897219,12580.549517938332
27000,1021561,11741.812592978691,12670.341758737508
27000,1530927,11879.250493952248,12534.063883233182
27000,1350469,11762.051461337573,12816.202171719251
27000,1197655,11655.235944552182,13112.624262231997
27000,146819,11645.123481825387,13141.790938381315
27000,1280492,11130.00176561544,13047.299716119183
27000,1179080,11194.352618825853,13116.709322512133
27000,1009100,11218.822766477278,13143.285645885171
27000,1290821,10840.647458031082,13327.859445747956
27000,1043731,9402.749039461607,13937.691896383416
27000,1424190,10133.05212719967,13893.17256205432
27000,1095689,9250.41812214319,14353.883993415291
27000,1502595,9054.358285474033,16199.508902854592
27000,103231,6584.119697627513,15265.22076528779
27000,1540112,7095.109810692518,14759.69475291099
27000,1498166,6792.875416416933,14841.176244461285
27000,144427,6833.373631772468,14831.07211573003
27000,1488052,6874.3710146794665,14820.90195374622
27000,1514447,6952.219695936235,14800.930737486211
27000,1018109,6702.9967891971555,14863.59184782339
27000,100761,6742.846733637856,14854.110750368154
27000,185174,7320.582672143059,14680.376459603482
27000,1174800,5312.499255676679,14710.81118435019
27000,519420,6193.168416139248,14870.744888864829
27000,1127257,5747.320180492613,14973.311936474067
27000,1250782,14040.127961602528,14301.56075991967
27000,1113990,13779.519212679555,13918.52879947397
27000,1171258,13792.466944106245,13944.366102949803
27000,1180084,12602.628850433086,14370.289157096333
27000,1263584,12597.529287395206,14328.136505260149
27000,1022461,12611.120358599394,14460.335197706296
27000,1456153,12606.953644714631,14412.325671616129
27000,1168840,10755.546992975358,14045.831901161815
27000,1239649,10774.356252215654,14044.94834763691
27000,1468262,11489.711186518669,13706.201412858805
27000,1004898,11660.070895529647,13756.198314853802
27000,1040324,10274.531366571911,12647.541937644824
27000,1351870,10190.155994055234,12738.599213597518
27000,1058984,11238.775140432044,13159.729766436662
27000,1522009,11437.777246214779,13019.47190066513
27000,1168737,11486.4302862484,13288.729164072958
27000,1412902,10364.737143326765,12535.737920894258
27000,1147303,11421.098646151919,12508.986702912789
27000,137795,11284.694297739963,11513.893323850687
27000,1268235,11942.170195558916,12428.388573585142
27000,1440225,11311.674415636835,11285.954270242442
27000,150173,12510.172636034966,10195.53009971281
27000,298018,12506.165025894432,10374.047973792673
27000,1045189,12478.24834387534,10318.095674777842
27000,308363,12576.91740805366,10522.16807684175
27000,1230966,12530.65368402934,10423.49600407427
27000,1591635,12605.371709031913,10583.742470639409
27000,1004200,12842.287166374348,10380.855567280983
27000,1003181,12699.721670209121,10763.317940980322
27000,1355118,12668.201110699812,10705.251606256834
27000,187136,12767.475065948003,10962.830096004045
27000,1428735,12766.07717235349,10993.538295129008
27000,1562120,12773.109158091105,10867.132753014475
27000,1362452,12808.163000452527,10603.302296612083
27000,1127613,12797.730611786053,10679.975823117074
27000,1353593,12780.461489735284,10806.896371191828
27000,1209914,13502.001289718362,10016.700675232669
27000,259316,13523.10210648572,10015.414155994413
27000,1551752,13467.699109660993,10018.840228222638
27000,1461279,12666.63750764334,8373.044881071099
27000,1072897,12687.326568897375,8406.258126086104
27000,1185263,12726.87058760426,8473.231018272827
27000,1546038,12744.306161585959,8503.058912263665
27000,1380267,11807.193148742506,5955.738776107566
27000,1204677,11762.811922017094,5963.758546325449
27000,136433,12469.422275266803,5628.781121235805
27000,347465,13642.988645932599,7105.527086452342
27000,1060204,15119.426382360822,6000.686430326739
27000,34449,14973.845697653473,4901.825668137089
27000,1365480,14959.95796805123,5143.460765774963
27000,103578,13969.361022883677,5253.670540468428
27000,1384315,15389.718230950146,9037.186330166964
27000,125016,15228.370424705607,9321.023520362038
27000,1349178,16038.992679370898,8915.274851848957
27000,207464,15838.471874898978,9045.39258220724
27000,1249700,15811.784325215373,9116.915797262807
27000,1295872,15788.418661491607,9253.975406686208
27000,216462,15868.089763771313,8977.576220490046
27000,1187011,17102.095738260665,8253.783956540301
27000,1551783,16359.067064370784,8695.587877075237
27000,1255029,16966.68037002203,8797.236223485423
27000,146718,17267.170641238503,8982.317298888862
27000,445965,17399.85191472835,8964.263155601018
27000,1322023,15976.373437041339,8724.809153396012
27000,1053366,16039.927881669253,8632.258186942827
27000,1279331,16064.006158004235,8583.191525987299
27000,1494805,16305.990903284763,9379.487652212361
27000,1322810,16279.802592055372,9413.391014213092
27000,1483584,16361.811771618348,9307.166732049202
27000,1265350,16337.586278372415,9338.568023057554
27000,119121,16478.374071078608,9154.38796881148
27000,195767,16461.767204151194,9176.84452399822
27000,1006179,16399.40730493365,9258.451919985833
27000,1371080,16499.245412644017,9125.591811133105
27000,1458759,16494.852385045382,9131.682903688436
27000,215118,16490.46520701745,9137.765885601217
27000,1404655,16486.07217941881,9143.856978156547
27000,1108131,16624.430529417932,8949.355335883056
27000,1013472,16599.389351936043,8984.814714477732
27000,224119,16571.16405252391,9024.807650504355
27000,1558238,15479.238873091035,9717.163193312548
27000,190213,15443.899591957397,9729.375781447652
27000,1354784,15425.053235557163,9735.888726283545
27000,215115,15406.688907329653,9742.235091286622
27000,1118647,15387.180943633524,9748.97667510873
27000,1015582,15368.230620372507,9755.52554892817
27000,150810,15348.108307044475,9762.479440380333
27000,1581374,14531.209856582163,9266.939135166258
27000,1588588,14498.733348649173,9561.585808103757
27000,1563572,14510.417239505961,9419.39759231076
27000,1452962,14513.354746054378,9368.004357107218
27000,183289,14474.096543323445,9738.685508942383
27000,1080422,14447.07635680926,9935.162319010677
27000,1379280,14445.25807196109,9973.5750208161
27000,1155403,14394.030287123478,10316.0135337618
27000,263010,14405.764549748223,10267.080885300898
27000,1190842,15078.565021158198,10292.356627441268
27000,1550209,15038.079240275863,10283.283499736466
27000,1204848,14969.822301911938,10267.986674406244
27000,321867,13744.738089320323,9982.043894801425
27000,1225839,13761.861427419923,10065.133597116253
27000,190408,13760.444563237717,9916.545540039337
27000,1404346,13910.720706691096,9932.600777643245
27000,1496274,13763.408511411864,10263.523916793718
27000,216660,14330.741443759527,10698.79612087058
27000,1256995,13844.186631283854,10394.950719390401
27000,1338460,13841.372443145447,10396.683542782059
27000,189204,14003.463146279983,11127.282507551785
27000,1538342,12424.803771065714,11539.914913258952
27000,1382899,14032.345532379244,11144.853542947498
27000,1241965,14063.073563731907,11150.102679497535
27000,1142510,14165.750042169773,11780.263632015245
27000,1221530,14387.785564371363,11877.983057434007
27000,331383,14321.780648526112,11952.918941902688
27000,1329758,14809.14893814765,11033.123570861222
27000,18418,14633.66329727228,11038.154150057126
27000,1489900,14615.468862593,11110.662608205548
27000,1301043,14857.972108894279,10535.15513822096
27000,1341826,14877.534043634443,10459.421522198609
27000,1365981,14812.577447836022,10743.310870991567
27000,1501900,12928.36914246895,11577.43030030383
27000,1243861,14218.778435296404,12990.38217755893
27000,1164445,14209.222489012587,13025.44324636609
27000,1587328,14304.160555467173,12699.25908839572
27000,1721,14293.744550607742,12789.379148553093
27000,1225580,13054.778211701052,12877.691750332979
27000,1426355,13033.045915853787,12786.679615974694
27000,1315191,12691.303299113211,13360.848646051296
27000,12467,12694.462165188685,13362.227743418825
27000,1098829,12623.683879599675,13806.250894628876
27000,1405234,14081.661860529397,13682.807722895193
27000,154381,12578.665042760114,13809.73969433485
27000,1573266,12420.079472978912,13737.835903125484
27000,1332376,12414.56624568575,13732.736449741646
27000,1143497,12409.060359574072,13727.643786575363
27000,1525730,12403.554473462393,13722.551123409079
27000,196084,12398.04124616923,13717.45167002524
27000,1186420,12392.53536005755,13712.359006858958
27000,1175760,12387.029473945873,13707.266343692674
27000,1105684,12381.51624665271,13702.166890308836
27000,1583286,12376.010360541031,13697.074227142553
27000,1118134,11537.72447039352,14609.271176028386
27000,120743,11543.81931410838,14604.900491860953
27000,1127809,11693.669560548182,14920.005816047254
27000,1209989,11718.062697002975,14900.28142014021
27000,1038948,11738.412798072695,14881.616017791102
27000,1512226,11752.935126476546,14866.879054815961
27000,1419141,11758.887245609687,14860.838965592704
27000,1308534,11766.313356509288,14853.303099557083
27000,1146462,11774.546249772704,14844.711367774946
27000,1192380,11577.378123283726,15011.946992365503
27000,1319154,11601.353237850437,14993.287487646532
27000,333641,11498.568709142468,15067.012479238158
27000,1388395,11420.612483256402,15113.073768175867
27000,1193439,11238.070912016903,15226.086034904956
27000,21856,11033.875330736524,15426.635979345716
27000,158352,11078.874863976154,15377.938013660794
27000,455333,11203.164701936881,14840.281856076137
27000,1423808,11396.050380710496,15426.080134140402
27000,1067214,11424.842384708949,15405.585504243845
27000,1501360,11667.455715980126,15234.485355370196
27000,1471736,11218.31159190173,14734.12931305909
27000,1181298,10319.191064992083,15784.647100813769
27000,272773,10352.757353848425,15773.463656714788
27000,244091,10365.028894665966,15769.685444708639
27000,1092044,10381.268976831614,15764.461002078155
27000,1270516,10398.25806046441,15758.951860827665
27000,1264236,10415.175340479675,15754.351947255976
27000,1181103,10435.212877784845,15749.836562583114
27000,1115011,10457.024137343773,15745.21966923122
27000,1466713,10475.457025720021,15743.325065359411
27000,1210265,10488.947319104314,15743.920708985062
27000,1381051,10498.424493678367,15747.048577603298
27000,1272347,10014.8772931183,16310.600271252302
27000,1521797,9146.819730850812,16805.79715447263
27000,222206,8964.129647783448,16710.370192513234
27000,1187411,8069.409526005844,16964.720357690065
27000,1269778,12976.779536751144,13615.79960966482
27000,1569486,13035.312588606,13657.981680899951
27000,339232,13022.53039426362,13654.199564059658
27000,136003,13278.869976259837,13692.892534726368
27000,1063745,13345.38598917533,13559.619375970227
27000,1458450,13434.645712588224,13518.157342147844
27000,1217863,12234.13812395385,14898.114248431551
27000,369579,12400.453959998391,14762.506345104219
27000,203484,12534.08,14647.29
27000,40911,12541.571981025236,14635.545857852263
27000,1307030,12531.860905571895,14644.851636354864
27000,1339817,13449.68209796487,15402.656505202956
27000,1487542,14128.88,15627.31
27000,1221314,14223.774727436965,14822.726166622262
27000,1110146,14256.829468189262,16241.392098450993
27000,1125191,14287.044346592587,16246.755940808544
27000,1129480,14327.826396575147,16248.120558955652
27000,11320,14482.113044850448,16235.066119405696
27000,1072905,14656.976168678852,16189.482725251542
27000,1210379,14676.93419225356,16026.083201171978
27000,1211733,14422.886669318523,15586.23132092655
27000,1568346,13760.829343271762,15163.022792113583
27000,1055361,13589.642280036114,15917.335844355235
27000,1520551,13639.456653571271,15801.299054127394
27000,1244137,13625.457747750477,15835.418916902918
27000,1384311,13690.177223348684,15580.751878419864
27000,1102152,13682.9557652633,15615.928271684681
27000,1570687,12835.714466303618,17255.475915348394
27000,1241297,12092.448302261022,17544.212379989825
27000,1346014,12158.60095133241,17446.232889075214
27000,1460304,12286.903731553119,17699.23685216136
27000,1155555,12455.469720692472,17697.85635076493
27000,1179411,13322.530090455388,18142.730527413263
27000,1460701,13323.797886623575,18150.122597006815
27000,1256403,13310.564746487176,18165.74443688737
27000,1316303,12886.44110908354,18250.593973916493
27000,1002858,12902.672576938709,18230.33413553445
27000,1211857,12767.332985636487,18389.547822256816
27000,1381356,12805.529498597038,18345.622603076696
27000,1223926,11886.899370284142,19209.79436623314
27000,301340,12679.42141370157,16382.381222315198
27000,1471929,12548.594391981094,16336.374560432532
27000,1323590,12588.317628796432,16359.570776867817
27000,1009015,12385.448400295238,16246.458457105466
27000,1426611,12431.108472989952,16271.715340553614
27000,1381363,12465.952936284386,16290.989566289629
27000,15830,12502.880016922887,16311.415792458887
27000,205834,13712.260192780719,17372.716214962835
27000,1574113,13665.917522302323,17360.27359816622
27000,132397,13997.839265442964,17351.48679017899
27000,1558719,14074.162489002741,17339.998046081604
27000,1400278,14039.995527851519,17345.06069022186
27000,1091489,13823.92382940423,17020.746849747415
27000,153977,13807.574099407877,17215.74292614576
27000,1313813,13801.801698137211,17275.610034462166
27000,1114216,13804.471157553395,17245.136976699563
27000,236465,13338.263764398804,18598.748683851154
27000,1098416,14535.233336702857,18205.534555197028
27000,1316091,14466.639154813218,18211.451354137964
27000,1163672,14535.913783031889,18208.81742885925
27000,1574189,14069.569578174149,18209.582488077216
27000,1237351,14069.149648637445,18212.87536562232
27000,1041781,13905.127819463207,18227.19583894162
27000,275319,13933.453488312423,18221.07236899031
27000,1142358,14026.010481469777,18208.54626584173
27000,141266,14038.756382519408,18208.869540389165
27000,1115834,14039.45668487459,18212.18952947574
27000,1181621,13869.972266451497,18235.140380280256
27000,1495074,13837.24440575232,18247.415455999806
27000,1267012,13797.691812454395,18266.952986670447
27000,1286790,13761.375957100305,18282.304680475674
27000,1352839,14901.212149305995,18213.792945464218
27000,101307,14545.561632851104,16700.65202696896
27000,1378903,11734.553057136929,16051.509697795082
27000,157888,11116.801612867348,16218.821889057801
27000,1398981,9779.116912363428,16688.513311633764
27000,1109268,16744.667772145407,13563.847734268491
27000,1399605,16706.917285506945,13405.142102770762
27000,1185353,16676.34473423989,13280.633455654148
27000,1276155,16572.321805425145,13711.367030731053
27000,1082363,17376.66077401952,13215.68348025176
27000,1569559,17689.54971367939,12972.25683936878
27000,1074505,17738.225330589914,14061.107343923884
27000,229328,17708.882397258767,14088.890352474416
27000,1299728,17688.081938667096,14112.09135509017
27000,1066630,17869.626100028436,13857.899668637081
27000,1294812,17854.63788451994,13884.715182726333
27000,105346,17968.00202524416,13673.001621891895
27000,1451790,17950.280325784952,13703.519247426615
27000,1303380,17922.2208682187,13757.886581862833
27000,1032772,17909.38911138142,13783.948978461553
27000,1457935,17101.866379619383,14077.775189863249
27000,288362,17038.099029177192,14072.687369349243
27000,1510229,17013.517149203697,14070.726049138593
27000,29935,17005.42,14070.08
27000,215367,17009.055830472935,14067.05966320314
27000,1014208,17219.596651563177,14097.143656533315
27000,1476393,17264.262116635553,14107.096862641374
27000,111632,17380.646051429183,14136.487803074859
27000,1587491,17394.5207942542,14136.52693877125
27000,1025737,17491.628105920547,14165.035433501678
27000,1209316,17466.326776500377,14152.951141079438
27000,1410020,17200.931179936375,14786.035764634322
27000,1108027,17240.31496610722,14843.75708798688
27000,1423848,17468.43571683769,14602.460424269204
27000,1005826,17716.699489256618,14531.293495977558
27000,1579743,17686.908460350925,14535.090282948942
27000,1237430,17055.824418686974,13516.586160861147
27000,229678,16983.854430530184,13287.353906407294
27000,1022146,16996.40595329894,13324.088682002122
27000,1196777,17011.76343156749,13371.713774770862
27000,1467088,15373.924493722194,14287.775390034993
27000,1186108,15226.617672035256,14268.148805775469
27000,1529580,15219.00624897969,14266.311650618934
27000,1153693,15211.501755239078,14264.5003047941
27000,109914,15204.026424038912,14262.695997877912
27000,1182637,15196.560813685557,14260.894037264607
27000,1283362,15189.066040791762,14259.085037742654
27000,277399,15181.571267897967,14257.276038220703
27000,1349052,15173.979286536027,14255.443575669931
27000,160890,15166.18316739099,14253.56184075864
27000,151358,15158.649511109938,14251.74345602516
