from,to
1144905,1251445
1144905,1466164
1144905,1055642
1054734,1376022
1054734,315710
1054734,111291
1054734,1527051
1054734,1252210
1054734,1545225
1054734,1544410
1054734,179559
1054734,152911
1054734,1192847
1376022,142816
1376022,315710
1376022,1038743
1376022,111291
1376022,1527051
1376022,179559
1376022,292140
142816,315710
142816,1038743
142816,111291
142816,1252732
142816,292140
1114452,1527051
1114452,1252210
1114452,1545225
1114452,1544410
1114452,208540
1114452,1045110
1114452,193047
1114452,368359
1114452,213065
1114452,395988
1114452,230900
1114452,234962
1114452,123449
1114452,167423
1114452,1257555
1114452,152911
1114452,1192847
1114452,383598
1114452,1586282
1114452,1364856
1114452,213261
1114452,1305935
1114452,1471840
1114452,1414587
1114452,1529532
1114452,1537275
315710,111291
315710,1527051
315710,1252210
315710,1545225
315710,179559
315710,152911
1038743,1252732
1038743,1197244
1038743,292140
111291,1527051
111291,1252210
111291,179559
111291,152911
1527051,1252210
1527051,1545225
1527051,1544410
1527051,208540
1527051,179559
1527051,152911
1527051,1192847
1252210,1545225
1252210,1544410
1252210,208540
1252210,1045110
1252210,193047
1252210,368359
1252210,213065
1252210,179559
1252210,152911
1252210,1192847
1252210,383598
1252210,1586282
1252210,1364856
1252210,1537275
1545225,1544410
1545225,208540
1545225,1045110
1545225,193047
1545225,368359
1545225,213065
1545225,395988
1545225,230900
1545225,234962
1545225,179559
1545225,152911
1545225,1192847
1545225,383598
1545225,1586282
1545225,1364856
1545225,213261
1545225,1305935
1545225,1537275
1544410,208540
1544410,1045110
1544410,193047
1544410,368359
1544410,213065
1544410,395988
1544410,230900
1544410,234962
1544410,123449
1544410,167423
1544410,152911
1544410,1192847
1544410,383598
1544410,1586282
1544410,1364856
1544410,213261
1544410,1305935
1544410,1471840
1544410,1414587
1544410,1537275
208540,1045110
208540,193047
208540,368359
208540,213065
208540,395988
208540,230900
208540,234962
208540,123449
208540,167423
208540,1257555
208540,152911
208540,1192847
208540,383598
208540,1586282
208540,1364856
208540,213261
208540,1305935
208540,1471840
208540,1414587
208540,1529532
208540,1537275
1045110,193047
1045110,368359
1045110,213065
1045110,395988
1045110,230900
1045110,234962
1045110,123449
1045110,167423
1045110,1257555
1045110,205992
1045110,1172613
1045110,152911
1045110,1192847
1045110,383598
1045110,1586282
1045110,1364856
1045110,213261
1045110,1305935
1045110,1471840
1045110,1414587
1045110,1529532
1045110,1251445
1045110,1537275
193047,368359
193047,213065
193047,395988
193047,230900
193047,234962
193047,123449
193047,167423
193047,1257555
193047,205992
193047,1172613
193047,152911
193047,1192847
193047,383598
193047,1586282
193047,1364856
193047,213261
193047,1305935
193047,1471840
193047,1414587
193047,1529532
193047,1251445
193047,1466164
193047,1537275
368359,213065
368359,395988
368359,230900
368359,234962
368359,123449
368359,167423
368359,1257555
368359,205992
368359,1172613
368359,1477169
368359,152911
368359,1192847
368359,383598
368359,1586282
368359,1364856
368359,213261
368359,1305935
368359,1471840
368359,1414587
368359,1529532
368359,1251445
368359,1466164
368359,1537275
213065,395988
213065,230900
213065,234962
213065,123449
213065,167423
213065,1257555
213065,205992
213065,1172613
213065,1477169
213065,1013945
213065,1192847
213065,383598
213065,1586282
213065,1364856
213065,213261
213065,1305935
213065,1471840
213065,1414587
213065,1529532
213065,1251445
213065,1466164
213065,1055642
395988,230900
395988,234962
395988,123449
395988,167423
395988,1257555
395988,205992
395988,1172613
395988,1477169
395988,1013945
395988,1148465
395988,1192847
395988,383598
395988,1586282
395988,1364856
395988,213261
395988,1305935
395988,1471840
395988,1414587
395988,1529532
395988,1251445
395988,1466164
395988,1055642
395988,1489404
230900,234962
230900,123449
230900,167423
230900,1257555
230900,205992
230900,1172613
230900,1477169
230900,1013945
230900,1148465
230900,1192847
230900,383598
230900,1586282
230900,1364856
230900,213261
230900,1305935
230900,1471840
230900,1414587
230900,1529532
230900,1251445
230900,1466164
230900,1055642
230900,1489404
234962,123449
234962,167423
234962,1257555
234962,205992
234962,1172613
234962,1477169
234962,1013945
234962,1148465
234962,1103371
234962,1192847
234962,383598
234962,1586282
234962,1364856
234962,213261
234962,1305935
234962,1471840
234962,1414587
234962,1529532
234962,1251445
234962,1466164
234962,1055642
234962,1489404
234962,319824
123449,167423
123449,1257555
123449,205992
123449,1172613
123449,1477169
123449,1013945
123449,1148465
123449,1103371
123449,100218
123449,1192847
123449,383598
123449,1586282
123449,1364856
123449,213261
123449,1305935
123449,1471840
123449,1414587
123449,1529532
123449,1251445
123449,1466164
123449,1055642
123449,1489404
123449,319824
167423,1257555
167423,205992
167423,1172613
167423,1477169
167423,1013945
167423,1148465
167423,1103371
167423,100218
167423,1230199
167423,1192847
167423,383598
167423,1586282
167423,1364856
167423,213261
167423,1305935
167423,1471840
167423,1414587
167423,1529532
167423,1251445
167423,1466164
167423,1055642
167423,1489404
167423,319824
167423,1105997
1257555,205992
1257555,1172613
1257555,1477169
1257555,1013945
1257555,1148465
1257555,1103371
1257555,100218
1257555,1230199
1257555,1546568
1257555,383598
1257555,1586282
1257555,1364856
1257555,213261
1257555,1305935
1257555,1471840
1257555,1414587
1257555,1529532
1257555,1251445
1257555,1466164
1257555,1055642
1257555,1489404
1257555,319824
1257555,1105997
205992,1172613
205992,1477169
205992,1013945
205992,1148465
205992,1103371
205992,100218
205992,1230199
205992,1546568
205992,383598
205992,1586282
205992,1364856
205992,213261
205992,1305935
205992,1471840
205992,1414587
205992,1529532
205992,1251445
205992,1466164
205992,1055642
205992,1489404
205992,319824
205992,1105997
1172613,1477169
1172613,1013945
1172613,1148465
1172613,1103371
1172613,100218
1172613,1230199
1172613,1546568
1172613,1146784
1172613,383598
1172613,1586282
1172613,1364856
1172613,213261
1172613,1305935
1172613,1471840
1172613,1414587
1172613,1529532
1172613,1251445
1172613,1466164
1172613,1055642
1172613,1489404
1172613,319824
1172613,1105997
1477169,1013945
1477169,1148465
1477169,1103371
1477169,100218
1477169,1230199
1477169,1546568
1477169,1146784
1477169,1586282
1477169,1364856
1477169,213261
1477169,1305935
1477169,1471840
1477169,1414587
1477169,1529532
1477169,1251445
1477169,1466164
1477169,1055642
1477169,1489404
1477169,319824
1477169,1105997
1013945,1148465
1013945,1103371
1013945,100218
1013945,1230199
1013945,1546568
1013945,1146784
1013945,1364856
1013945,213261
1013945,1305935
1013945,1471840
1013945,1414587
1013945,1529532
1013945,1251445
1013945,1466164
1013945,1055642
1013945,1489404
1013945,319824
1013945,1105997
1148465,1103371
1148465,100218
1148465,1230199
1148465,1546568
1148465,1146784
1148465,213261
1148465,1305935
1148465,1471840
1148465,1414587
1148465,1529532
1148465,1251445
1148465,1466164
1148465,1055642
1148465,1489404
1148465,319824
1148465,1105997
1103371,100218
1103371,1230199
1103371,1546568
1103371,1146784
1103371,1305935
1103371,1471840
1103371,1414587
1103371,1529532
1103371,1251445
1103371,1466164
1103371,1055642
1103371,1489404
1103371,319824
1103371,1105997
100218,1230199
100218,1546568
100218,1146784
100218,1471840
100218,1414587
100218,1529532
100218,1251445
100218,1466164
100218,1055642
100218,1489404
100218,319824
100218,1105997
1230199,1546568
1230199,1146784
1230199,1414587
1230199,1529532
1230199,1251445
1230199,1466164
1230199,1055642
1230199,1489404
1230199,319824
1230199,1105997
1546568,1146784
1546568,1529532
1546568,1251445
1546568,1466164
1546568,1055642
1546568,1489404
1546568,319824
1546568,1105997
1546568,116441
1146784,1251445
1146784,1466164
1146784,1055642
1146784,1489404
1146784,319824
1146784,1105997
1146784,116441
1146784,161458
1146784,1237063
179559,152911
152911,1192847
152911,383598
152911,1586282
152911,1537275
1192847,383598
1192847,1586282
1192847,1364856
1192847,213261
1192847,1305935
1192847,1471840
1192847,1414587
1192847,1537275
383598,1586282
383598,1364856
383598,213261
383598,1305935
383598,1471840
383598,1414587
383598,1529532
383598,1251445
383598,1537275
1586282,1364856
1586282,213261
1586282,1305935
1586282,1471840
1586282,1414587
1586282,1529532
1586282,1251445
1586282,1466164
1586282,1537275
1364856,213261
1364856,1305935
1364856,1471840
1364856,1414587
1364856,1529532
1364856,1251445
1364856,1466164
1364856,1055642
213261,1305935
213261,1471840
213261,1414587
213261,1529532
213261,1251445
213261,1466164
213261,1055642
213261,1489404
1305935,1471840
1305935,1414587
1305935,1529532
1305935,1251445
1305935,1466164
1305935,1055642
1305935,1489404
1305935,319824
1471840,1414587
1471840,1529532
1471840,1251445
1471840,1466164
1471840,1055642
1471840,1489404
1471840,319824
1414587,1529532
1414587,1251445
1414587,1466164
1414587,1055642
1414587,1489404
1414587,319824
1414587,1105997
1529532,1251445
1529532,1466164
1529532,1055642
1529532,1489404
1529532,319824
1529532,1105997
1251445,1466164
1251445,1055642
1251445,1489404
1251445,319824
1251445,1105997
1466164,1055642
1466164,1489404
1466164,319824
1466164,1105997
1055642,1489404
1055642,319824
1055642,1105997
1489404,319824
1489404,1105997
319824,1105997
1585729,1249288
1585729,1436610
1585729,1245774
1585729,1491163
1585729,373729
1585729,1307272
1585729,1143845
1585729,1302504
1249288,1436610
1249288,1245774
1249288,1491163
1249288,373729
1249288,1307272
1249288,1143845
1249288,1302504
1436610,1245774
1436610,1491163
1436610,373729
1436610,1307272
1436610,1143845
1436610,1302504
1245774,1491163
1245774,373729
1245774,1307272
1245774,1143845
1245774,1302504
1491163,373729
1491163,1307272
1491163,1143845
1491163,1302504
373729,1307272
373729,1143845
373729,1302504
1307272,1143845
1307272,1302504
1143845,1302504
244918,1474678
1171929,1209752
1171929,1006558
1336768,1327810
1336768,1550538
1258682,1325157
1258682,1521069
1325157,1521069
1325157,310057
182915,310057
182915,313145
182915,426192
310057,313145
313145,426192
426192,1274768
1274768,1250296
1250296,1358210
1250296,1307874
1358210,1373909
1358210,1307874
1373909,1008797
1373909,1437587
1373909,178218
1373909,1307874
1008797,1437587
1008797,1520839
1008797,178218
1437587,1520839
1437587,178218
1437587,1465211
1437587,1337000
1520839,178218
1520839,1465211
1520839,1337000
1465211,1337000
1465211,1105239
1465211,1416321
1337000,1105239
1337000,1416321
1105239,1547475
1105239,104208
1105239,1416321
1105239,1170980
1105239,133031
1105239,1064724
1105239,1083370
1105239,252740
1105239,1169866
1547475,104208
1547475,1416321
1547475,1170980
1547475,133031
1547475,1064724
1547475,1083370
1547475,252740
1547475,1169866
104208,1416321
104208,1170980
104208,133031
104208,1064724
104208,1083370
104208,252740
104208,1169866
1416321,1170980
1170980,133031
1170980,1064724
1170980,1083370
1170980,252740
1170980,1169866
1006773,1128418
1006773,1529494
1006773,241917
1006773,1360359
1006773,1289987
1006773,1093243
1006773,1015630
1128418,41610
1128418,1529494
1128418,1360359
1128418,1289987
155065,1177784
128440,1269870
128440,1534577
128440,176824
128440,1133061
128440,1410949
128440,1052819
128440,1246981
128440,1333226
128440,1173970
128440,1097746
1269870,1534577
1269870,176824
1269870,1133061
1269870,1410949
1269870,1052819
1269870,1246981
1269870,1333226
1269870,1173970
1269870,1097746
1534577,176824
1534577,1133061
1534577,1410949
1534577,1052819
1534577,1246981
1534577,1333226
1534577,1173970
1534577,1097746
176824,1133061
176824,1410949
176824,1052819
176824,1246981
176824,1333226
176824,1173970
176824,1097746
1133061,1410949
1133061,1052819
1133061,1246981
1133061,1333226
1133061,1173970
1133061,1097746
1410949,1052819
1410949,1246981
1410949,1333226
1410949,1173970
1410949,1097746
157011,269267
157011,1014513
157011,1253115
1040812,240990
1040812,1218132
1040812,170882
1040812,1290843
1040812,1222615
1040812,1057835
1040812,30813
1040812,1307459
1040812,1396716
240990,1218132
240990,170882
240990,1290843
240990,1222615
240990,1057835
240990,30813
240990,1307459
1218132,170882
1218132,1290843
1218132,1222615
1218132,1057835
1218132,30813
1218132,1307459
170882,1290843
170882,1222615
170882,1057835
170882,30813
170882,1307459
1290843,1222615
1290843,1057835
1290843,30813
1290843,1307459
1222615,1057835
1222615,30813
1222615,1307459
1057835,30813
1057835,1307459
30813,1307459
1319360,1397002
1319360,1019964
1319360,1097825
1319360,1081136
1319360,1174370
1319360,1216370
1397002,1019964
1397002,1097825
1397002,1081136
1397002,1174370
1397002,1216370
1019964,1097825
1019964,1081136
1019964,1174370
1019964,1216370
1097825,1081136
1097825,1174370
1097825,1216370
1375203,1559289
1375203,15153
1375203,1060570
1559289,15153
1559289,1060570
15153,1060570
1081136,1174370
1081136,1216370
1174370,1216370
1571381,117998
117998,1549552
190166,1558479
190166,1521029
190166,113086
190166,136109
190166,1328476
190166,1462464
190166,222944
190166,1365486
1558479,1521029
1558479,113086
1558479,153988
1558479,135632
1558479,195065
1558479,1507520
1558479,355193
1558479,1220390
1558479,1322636
1558479,1019514
1558479,1063221
1558479,1358907
1558479,1224415
1558479,1565510
1558479,1365486
1521029,113086
1521029,136109
1521029,1328476
1521029,1462464
1521029,222944
1521029,1365486
113086,153988
113086,135632
113086,195065
113086,1507520
113086,1019514
113086,1328476
113086,222944
113086,1565510
113086,1365486
153988,135632
153988,195065
153988,1507520
153988,355193
153988,1220390
153988,1322636
153988,223490
153988,1123005
153988,1510956
153988,1095770
153988,1019514
153988,1063221
153988,1358907
153988,1224415
153988,13117
153988,1400128
153988,1032762
153988,1547042
153988,1565510
153988,1365486
135632,195065
135632,1507520
135632,355193
135632,1220390
135632,1322636
135632,223490
135632,1123005
135632,1510956
135632,1019514
135632,1063221
135632,1358907
135632,1224415
135632,13117
135632,1400128
135632,1032762
135632,1565510
135632,1365486
195065,1507520
195065,355193
195065,1220390
195065,1322636
195065,223490
195065,1123005
195065,1510956
195065,1095770
195065,1019514
195065,1063221
195065,1358907
195065,1224415
195065,13117
195065,1400128
195065,1032762
195065,1547042
195065,1565510
195065,1365486
1507520,355193
1507520,1220390
1507520,1322636
1507520,223490
1507520,1123005
1507520,1510956
1507520,1095770
1507520,1542317
1507520,292454
1507520,1019514
1507520,1063221
1507520,1358907
1507520,1224415
1507520,13117
1507520,1400128
1507520,1032762
1507520,1547042
1507520,151288
1507520,1142769
1507520,1565510
1507520,1365486
355193,1220390
355193,1322636
355193,223490
355193,1123005
355193,1510956
355193,1095770
355193,1542317
355193,292454
355193,1417703
355193,1019514
355193,1063221
355193,1358907
355193,1224415
355193,13117
355193,1400128
355193,1032762
355193,1547042
355193,151288
355193,1142769
355193,121442
355193,1565510
1220390,1322636
1220390,223490
1220390,1123005
1220390,1510956
1220390,1095770
1220390,1542317
1220390,292454
1220390,1417703
1220390,1580296
1220390,1547184
1220390,1019514
1220390,1063221
1220390,1358907
1220390,1224415
1220390,13117
1220390,1400128
1220390,1032762
1220390,1547042
1220390,151288
1220390,1142769
1220390,121442
1220390,181731
1220390,1117867
1220390,1565510
1322636,223490
1322636,1123005
1322636,1510956
1322636,1095770
1322636,1542317
1322636,292454
1322636,1417703
1322636,1580296
1322636,1547184
1322636,1181539
1322636,1019514
1322636,1063221
1322636,1358907
1322636,1224415
1322636,13117
1322636,1400128
1322636,1032762
1322636,1547042
1322636,151288
1322636,1142769
1322636,121442
1322636,181731
1322636,1117867
1322636,1078572
1322636,1565510
223490,1123005
223490,1510956
223490,1095770
223490,1542317
223490,292454
223490,1417703
223490,1580296
223490,1547184
223490,1181539
223490,214497
223490,1019514
223490,1063221
223490,1358907
223490,1224415
223490,13117
223490,1400128
223490,1032762
223490,1547042
223490,151288
223490,1142769
223490,121442
223490,181731
223490,1117867
223490,1078572
223490,1255668
223490,1565510
1123005,1510956
1123005,1095770
1123005,1542317
1123005,292454
1123005,1417703
1123005,1580296
1123005,1547184
1123005,1181539
1123005,214497
1123005,1245902
1123005,1019514
1123005,1063221
1123005,1358907
1123005,1224415
1123005,13117
1123005,1400128
1123005,1032762
1123005,1547042
1123005,151288
1123005,1142769
1123005,121442
1123005,181731
1123005,1117867
1123005,1078572
1123005,1255668
1123005,1206487
1123005,1565510
1510956,1095770
1510956,1542317
1510956,292454
1510956,1417703
1510956,1580296
1510956,1547184
1510956,1181539
1510956,214497
1510956,1245902
1510956,1543670
1510956,1019514
1510956,1063221
1510956,1358907
1510956,1224415
1510956,13117
1510956,1400128
1510956,1032762
1510956,1547042
1510956,151288
1510956,1142769
1510956,121442
1510956,181731
1510956,1117867
1510956,1078572
1510956,1255668
1510956,1206487
1510956,1373634
1510956,1369286
1510956,1565510
1095770,1542317
1095770,292454
1095770,1417703
1095770,1580296
1095770,1547184
1095770,1181539
1095770,214497
1095770,1245902
1095770,1543670
1095770,1145919
1095770,1019514
1095770,1063221
1095770,1358907
1095770,1224415
1095770,13117
1095770,1400128
1095770,1032762
1095770,1547042
1095770,151288
1095770,1142769
1095770,121442
1095770,181731
1095770,1117867
1095770,1078572
1095770,1255668
1095770,1206487
1095770,1373634
1095770,1369286
1095770,1565510
1542317,292454
1542317,1417703
1542317,1580296
1542317,1547184
1542317,1181539
1542317,214497
1542317,1245902
1542317,1543670
1542317,1145919
1542317,1484026
1542317,1019514
1542317,1063221
1542317,1358907
1542317,1224415
1542317,13117
1542317,1400128
1542317,1032762
1542317,1547042
1542317,151288
1542317,1142769
1542317,121442
1542317,181731
1542317,1117867
1542317,1078572
1542317,1255668
1542317,1206487
1542317,1373634
1542317,1369286
1542317,1455014
1542317,1565510
292454,1417703
292454,1580296
292454,1547184
292454,1181539
292454,214497
292454,1245902
292454,1543670
292454,1145919
292454,1484026
292454,1371448
292454,1019514
292454,1063221
292454,1358907
292454,1224415
292454,13117
292454,1400128
292454,1032762
292454,1547042
292454,151288
292454,1142769
292454,121442
292454,181731
292454,1117867
292454,1078572
292454,1255668
292454,1206487
292454,1373634
292454,1369286
292454,1455014
292454,1053474
292454,1565510
1417703,1580296
1417703,1547184
1417703,1181539
1417703,214497
1417703,1245902
1417703,1543670
1417703,1145919
1417703,1484026
1417703,1371448
1417703,1332627
1417703,1063221
1417703,1358907
1417703,1224415
1417703,13117
1417703,1400128
1417703,1032762
1417703,1547042
1417703,151288
1417703,1142769
1417703,121442
1417703,181731
1417703,1117867
1417703,1078572
1417703,1255668
1417703,1206487
1417703,1373634
1417703,1369286
1417703,1455014
1417703,1053474
1417703,1506110
1580296,1547184
1580296,1181539
1580296,214497
1580296,1245902
1580296,1543670
1580296,1145919
1580296,1484026
1580296,1371448
1580296,1332627
1580296,1358907
1580296,1224415
1580296,13117
1580296,1400128
1580296,1032762
1580296,1547042
1580296,151288
1580296,1142769
1580296,121442
1580296,181731
1580296,1117867
1580296,1078572
1580296,1255668
1580296,1206487
1580296,1373634
1580296,1369286
1580296,1455014
1580296,1053474
1580296,1506110
1547184,1181539
1547184,214497
1547184,1245902
1547184,1543670
1547184,1145919
1547184,1484026
1547184,1371448
1547184,1332627
1547184,1329398
1547184,1358907
1547184,1224415
1547184,13117
1547184,1400128
1547184,1032762
1547184,1547042
1547184,151288
1547184,1142769
1547184,121442
1547184,181731
1547184,1117867
1547184,1078572
1547184,1255668
1547184,1206487
1547184,1373634
1547184,1369286
1547184,1455014
1547184,1053474
1547184,1506110
1547184,1237567
1181539,214497
1181539,1245902
1181539,1543670
1181539,1145919
1181539,1484026
1181539,1371448
1181539,1332627
1181539,1329398
1181539,1301693
1181539,1224415
1181539,13117
1181539,1400128
1181539,1032762
1181539,1547042
1181539,151288
1181539,1142769
1181539,121442
1181539,181731
1181539,1117867
1181539,1078572
1181539,1255668
1181539,1206487
1181539,1373634
1181539,1369286
1181539,1455014
1181539,1053474
1181539,1506110
1181539,1237567
1181539,1481518
214497,1245902
214497,1543670
214497,1145919
214497,1484026
214497,1371448
214497,1332627
214497,1329398
214497,1301693
214497,13117
214497,1400128
214497,1032762
214497,1547042
214497,151288
214497,1142769
214497,121442
214497,181731
214497,1117867
214497,1078572
214497,1255668
214497,1206487
214497,1373634
214497,1369286
214497,1455014
214497,1053474
214497,1506110
214497,1237567
214497,1481518
1245902,1543670
1245902,1145919
1245902,1484026
1245902,1371448
1245902,1332627
1245902,1329398
1245902,1301693
1245902,1446059
1245902,1400128
1245902,1032762
1245902,1547042
1245902,151288
1245902,1142769
1245902,121442
1245902,181731
1245902,1117867
1245902,1078572
1245902,1255668
1245902,1206487
1245902,1373634
1245902,1369286
1245902,1455014
1245902,1053474
1245902,1506110
1245902,1237567
1245902,1481518
1245902,178876
1543670,1145919
1543670,1484026
1543670,1371448
1543670,1332627
1543670,1329398
1543670,1301693
1543670,1446059
1543670,1026863
1543670,1032762
1543670,1547042
1543670,151288
1543670,1142769
1543670,121442
1543670,181731
1543670,1117867
1543670,1078572
1543670,1255668
1543670,1206487
1543670,1373634
1543670,1369286
1543670,1455014
1543670,1053474
1543670,1506110
1543670,1237567
1543670,1481518
1543670,178876
1543670,1042407
1145919,1484026
1145919,1371448
1145919,1332627
1145919,1329398
1145919,1301693
1145919,1446059
1145919,1026863
1145919,1235724
1145919,1547042
1145919,151288
1145919,1142769
1145919,121442
1145919,181731
1145919,1117867
1145919,1078572
1145919,1255668
1145919,1206487
1145919,1373634
1145919,1369286
1145919,1455014
1145919,1053474
1145919,1506110
1145919,1237567
1145919,1481518
1145919,178876
1145919,1042407
1484026,1371448
1484026,1332627
1484026,1329398
1484026,1301693
1484026,1446059
1484026,1026863
1484026,1235724
1484026,151288
1484026,1142769
1484026,121442
1484026,181731
1484026,1117867
1484026,1078572
1484026,1255668
1484026,1206487
1484026,1373634
1484026,1369286
1484026,1455014
1484026,1053474
1484026,1506110
1484026,1237567
1484026,1481518
1484026,178876
1484026,1042407
1484026,1090428
1371448,1332627
1371448,1329398
1371448,1301693
1371448,1446059
1371448,1026863
1371448,1235724
1371448,19813
1371448,1142769
1371448,121442
1371448,181731
1371448,1117867
1371448,1078572
1371448,1255668
1371448,1206487
1371448,1373634
1371448,1369286
1371448,1455014
1371448,1053474
1371448,1506110
1371448,1237567
1371448,1481518
1371448,178876
1371448,1042407
1371448,1090428
1371448,1362266
1332627,1329398
1332627,1301693
1332627,1446059
1332627,1026863
1332627,1235724
1332627,19813
1332627,271359
1332627,121442
1332627,181731
1332627,1117867
1332627,1078572
1332627,1255668
1332627,1206487
1332627,1373634
1332627,1369286
1332627,1455014
1332627,1053474
1332627,1506110
1332627,1237567
1332627,1481518
1332627,178876
1332627,1042407
1332627,1090428
1332627,1362266
1332627,1145485
1329398,1301693
1329398,1446059
1329398,1026863
1329398,1235724
1329398,19813
1329398,271359
1329398,1427180
1329398,1117867
1329398,1078572
1329398,1255668
1329398,1206487
1329398,1373634
1329398,1369286
1329398,1455014
1329398,1053474
1329398,1506110
1329398,1237567
1329398,1481518
1329398,178876
1329398,1042407
1329398,1090428
1329398,1362266
1329398,1145485
1329398,1025681
1301693,1446059
1301693,1026863
1301693,1235724
1301693,19813
1301693,271359
1301693,1427180
1301693,329425
1301693,1078572
1301693,1255668
1301693,1206487
1301693,1373634
1301693,1369286
1301693,1455014
1301693,1053474
1301693,1506110
1301693,1237567
1301693,1481518
1301693,178876
1301693,1042407
1301693,1090428
1301693,1362266
1301693,1145485
1301693,1025681
1301693,1413474
1446059,1026863
1446059,1235724
1446059,19813
1446059,271359
1446059,1427180
1446059,329425
1446059,1518404
1446059,1206487
1446059,1373634
1446059,1369286
1446059,1455014
1446059,1053474
1446059,1506110
1446059,1237567
1446059,1481518
1446059,178876
1446059,1042407
1446059,1090428
1446059,1362266
1446059,1145485
1446059,1025681
1446059,1413474
1446059,1481898
1026863,1235724
1026863,19813
1026863,271359
1026863,1427180
1026863,329425
1026863,1518404
1026863,1080014
1026863,1373634
1026863,1369286
1026863,1455014
1026863,1053474
1026863,1506110
1026863,1237567
1026863,1481518
1026863,178876
1026863,1042407
1026863,1090428
1026863,1362266
1026863,1145485
1026863,1025681
1026863,1413474
1026863,1481898
1026863,1043800
1235724,19813
1235724,271359
1235724,1427180
1235724,329425
1235724,1518404
1235724,1080014
1235724,1019889
1235724,402228
1235724,1455014
1235724,1053474
1235724,1506110
1235724,1237567
1235724,1481518
1235724,178876
1235724,1042407
1235724,1090428
1235724,1362266
1235724,1145485
1235724,1025681
1235724,1413474
1235724,1481898
1235724,1043800
1235724,1102077
1235724,1481384
19813,271359
19813,1427180
19813,329425
19813,1518404
19813,1080014
19813,1019889
19813,402228
19813,301335
19813,1053474
19813,1506110
19813,1237567
19813,1481518
19813,178876
19813,1042407
19813,1090428
19813,1362266
19813,1145485
19813,1025681
19813,1413474
19813,1481898
19813,1043800
19813,1102077
19813,1481384
19813,1586810
19813,1198982
271359,1427180
271359,329425
271359,1518404
271359,1080014
271359,1019889
271359,402228
271359,301335
271359,1152744
271359,1481262
271359,1506110
271359,1237567
271359,1481518
271359,178876
271359,1042407
271359,1090428
271359,1362266
271359,1145485
271359,1025681
271359,1413474
271359,1481898
271359,1043800
271359,1102077
271359,1481384
271359,1586810
271359,1198982
271359,143517
1427180,329425
1427180,1518404
1427180,1080014
1427180,1019889
1427180,402228
1427180,301335
1427180,1152744
1427180,1481262
1427180,1174501
1427180,1432407
1427180,1237567
1427180,1481518
1427180,178876
1427180,1042407
1427180,1090428
1427180,1362266
1427180,1145485
1427180,1025681
1427180,1413474
1427180,1481898
1427180,1043800
1427180,1102077
1427180,1481384
1427180,1586810
1427180,1198982
1427180,143517
1427180,168422
1427180,1314060
329425,1518404
329425,1080014
329425,1019889
329425,402228
329425,301335
329425,1152744
329425,1481262
329425,1174501
329425,1432407
329425,1234267
329425,1141337
329425,1481518
329425,178876
329425,1042407
329425,1090428
329425,1362266
329425,1145485
329425,1025681
329425,1413474
329425,1481898
329425,1043800
329425,1102077
329425,1481384
329425,1586810
329425,1198982
329425,143517
329425,168422
329425,1314060
329425,1011411
329425,174071
1518404,1080014
1518404,1019889
1518404,402228
1518404,301335
1518404,1152744
1518404,1481262
1518404,1174501
1518404,1432407
1518404,1234267
1518404,1141337
1518404,1050427
1518404,178876
1518404,1042407
1518404,1090428
1518404,1362266
1518404,1145485
1518404,1025681
1518404,1413474
1518404,1481898
1518404,1043800
1518404,1102077
1518404,1481384
1518404,1586810
1518404,1198982
1518404,143517
1518404,168422
1518404,1314060
1518404,1011411
1518404,174071
1518404,1204066
1080014,1019889
1080014,402228
1080014,301335
1080014,1152744
1080014,1481262
1080014,1174501
1080014,1432407
1080014,1234267
1080014,1141337
1080014,1050427
1080014,279732
1080014,1303618
1080014,1042407
1080014,1090428
1080014,1362266
1080014,1145485
1080014,1025681
1080014,1413474
1080014,1481898
1080014,1043800
1080014,1102077
1080014,1481384
1080014,1586810
1080014,1198982
1080014,143517
1080014,168422
1080014,1314060
1080014,1011411
1080014,174071
1080014,1204066
1080014,1242197
1080014,1401627
1019889,402228
1019889,301335
1019889,1152744
1019889,1481262
1019889,1174501
1019889,1432407
1019889,1234267
1019889,1141337
1019889,1050427
1019889,279732
1019889,1303618
1019889,1526549
1019889,1090428
1019889,1362266
1019889,1145485
1019889,1025681
1019889,1413474
1019889,1481898
1019889,1043800
1019889,1102077
1019889,1481384
1019889,1586810
1019889,1198982
1019889,143517
1019889,168422
1019889,1314060
1019889,1011411
1019889,174071
1019889,1204066
1019889,1242197
1019889,1401627
1019889,1185185
1019889,124100
402228,301335
402228,1152744
402228,1481262
402228,1174501
402228,1432407
402228,1234267
402228,1141337
402228,1050427
402228,279732
402228,1303618
402228,1526549
402228,152091
402228,1090428
402228,1362266
402228,1145485
402228,1025681
402228,1413474
402228,1481898
402228,1043800
402228,1102077
402228,1481384
402228,1586810
402228,1198982
402228,143517
402228,168422
402228,1314060
402228,1011411
402228,174071
402228,1204066
402228,1242197
402228,1401627
402228,1185185
402228,1067336
402228,124100
301335,1152744
301335,1481262
301335,1174501
301335,1432407
301335,1234267
301335,1141337
301335,1050427
301335,279732
301335,1303618
301335,1526549
301335,152091
301335,1475731
301335,1362266
301335,1145485
301335,1025681
301335,1413474
301335,1481898
301335,1043800
301335,1102077
301335,1481384
301335,1586810
301335,1198982
301335,143517
301335,168422
301335,1314060
301335,1011411
301335,174071
301335,1204066
301335,1242197
301335,1401627
